mandt,msehi,kzex3,kzex6,andec,kzkeh,kzwob,kz1eh,kz2eh,dimid,zaehl,nennr,exp10,addko,expon,decan,isocode,primary,temp_value,temp_unit,famunit,press_val,press_unit,operation_flag,is_deleted,recordstamp
200,lbb,X,X,,,,,,MAPER,429922614,1,-12.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
000,lbm,X,X,,,,,,MAPER,429922614,1,-18.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
001,lbm,X,X,,,,,,MAPER,429922614,1,-18.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
050,lbm,X,X,,,,,,MAPER,429922614,1,-18.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,lbm,X,X,,,,,,MAPER,429922614,1,-18.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,lbm,X,X,,,,,,MAPER,429922614,1,-18.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,lbm,X,X,,,,,,MAPER,429922614,1,-18.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,lbm,X,X,,,,,,MAPER,429922614,1,-18.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,lbm,X,X,,,,,,MAPER,429922614,1,-18.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,lbm,X,X,,,,,,MAPER,429922614,1,-18.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
000,tbt,X,X,,,,,,MAPER,947817120,1,-9.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
001,tbt,X,X,,,,,,MAPER,947817120,1,-9.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
050,tbt,X,X,,,,,,MAPER,947817120,1,-9.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,tbt,X,X,,,,,,MAPER,947817120,1,-9.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,tbt,X,X,,,,,,MAPER,947817120,1,-9.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,tbt,X,X,,,,,,MAPER,947817120,1,-9.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,tbt,X,X,,,,,,MAPER,947817120,1,-9.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,tbt,X,X,,,,,,MAPER,947817120,1,-9.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,tbt,X,X,,,,,,MAPER,947817120,1,-9.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
000,tjl,X,X,,,,,,MAPER,1,1,3.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
001,tjl,X,X,,,,,,MAPER,1,1,3.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
050,tjl,X,X,,,,,,MAPER,1,1,3.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,tjl,X,X,,,,,,MAPER,1,1,3.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,tjl,X,X,,,,,,MAPER,1,1,3.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,tjl,X,X,,,,,,MAPER,1,1,3.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,tjl,X,X,,,,,,MAPER,1,1,3.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,tjl,X,X,,,,,,MAPER,1,1,3.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,tjl,X,X,,,,,,MAPER,1,1,3.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
000,ttj,X,X,,,,,,MAPER,1,1,-9.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
001,ttj,X,X,,,,,,MAPER,1,1,-9.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
050,ttj,X,X,,,,,,MAPER,1,1,-9.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,ttj,X,X,,,,,,MAPER,1,1,-9.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,ttj,X,X,,,,,,MAPER,1,1,-9.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,ttj,X,X,,,,,,MAPER,1,1,-9.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,ttj,X,X,,,,,,MAPER,1,1,-9.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,ttj,X,X,,,,,,MAPER,1,1,-9.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,ttj,X,X,,,,,,MAPER,1,1,-9.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
000,B45,X,X,,X,,,,MOLQU,1,1,3.0,,,,B45,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
001,B45,X,X,,X,,,,MOLQU,1,1,3.0,,,,B45,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
050,B45,X,X,,X,,,,MOLQU,1,1,3.0,,,,B45,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,B45,X,X,,X,,,,MOLQU,1,1,3.0,,,,B45,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,B45,X,X,,X,,,,MOLQU,1,1,3.0,,,,B45,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,B45,X,X,,X,,,,MOLQU,1,1,3.0,,,,B45,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,B45,X,X,,X,,,,MOLQU,1,1,3.0,,,,B45,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,B45,X,X,,X,,,,MOLQU,1,1,3.0,,,,B45,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,B45,X,X,,X,,,,MOLQU,1,1,3.0,,,,B45,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
000,MMO,X,X,,,,,,MOLQU,1,1000,,,,,C18,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
001,MMO,X,X,,,,,,MOLQU,1,1000,,,,,C18,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
050,MMO,X,X,,,,,,MOLQU,1,1000,,,,,C18,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,MMO,X,X,,,,,,MOLQU,1,1000,,,,,C18,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,MMO,X,X,,,,,,MOLQU,1,1000,,,,,C18,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,MMO,X,X,,,,,,MOLQU,1,1000,,,,,C18,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,MMO,X,X,,,,,,MOLQU,1,1000,,,,,C18,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,MMO,X,X,,,,,,MOLQU,1,1000,,,,,C18,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,MMO,X,X,,,,,,MOLQU,1,1000,,,,,C18,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
000,MOL,X,X,,,,,,MOLQU,1,1,,,,,C34,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
001,MOL,X,X,,,,,,MOLQU,1,1,,,,,C34,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
050,MOL,X,X,,,,,,MOLQU,1,1,,,,,C34,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,MOL,X,X,,,,,,MOLQU,1,1,,,,,C34,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,MOL,X,X,,,,,,MOLQU,1,1,,,,,C34,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,MOL,X,X,,,,,,MOLQU,1,1,,,,,C34,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,MOL,X,X,,,,,,MOLQU,1,1,,,,,C34,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,MOL,X,X,,,,,,MOLQU,1,1,,,,,C34,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,MOL,X,X,,,,,,MOLQU,1,1,,,,,C34,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
000,MW,X,X,,,,,,POWER,1,1000,,,,,C31,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
001,MW,X,X,,,,,,POWER,1,1000,,,,,C31,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
050,MW,X,X,,,,,,POWER,1,1000,,,,,C31,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,MW,X,X,,,,,,POWER,1,1000,,,,,C31,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,MW,X,X,,,,,,POWER,1,1000,,,,,C31,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,MW,X,X,,,,,,POWER,1,1000,,,,,C31,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,MW,X,X,,,,,,POWER,1,1000,,,,,C31,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,MW,X,X,,,,,,POWER,1,1000,,,,,C31,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,MW,X,X,,,,,,POWER,1,1000,,,,,C31,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
000,D46,X,X,,X,,,,POWER,1,1,,,,,D46,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
001,D46,X,X,,X,,,,POWER,1,1,,,,,D46,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
050,D46,X,X,,X,,,,POWER,1,1,,,,,D46,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,D46,X,X,,X,,,,POWER,1,1,,,,,D46,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,D46,X,X,,X,,,,POWER,1,1,,,,,D46,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,D46,X,X,,X,,,,POWER,1,1,,,,,D46,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,D46,X,X,,X,,,,POWER,1,1,,,,,D46,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,D46,X,X,,X,,,,POWER,1,1,,,,,D46,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,D46,X,X,,X,,,,POWER,1,1,,,,,D46,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
000,KVA,X,X,,X,,,,POWER,1,1,3.0,,,,KVA,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
001,KVA,X,X,,X,,,,POWER,1,1,3.0,,,,KVA,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
050,KVA,X,X,,X,,,,POWER,1,1,3.0,,,,KVA,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,KVA,X,X,,X,,,,POWER,1,1,3.0,,,,KVA,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,KVA,X,X,,X,,,,POWER,1,1,3.0,,,,KVA,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,KVA,X,X,,X,,,,POWER,1,1,3.0,,,,KVA,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,KVA,X,X,,X,,,,POWER,1,1,3.0,,,,KVA,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,KVA,X,X,,X,,,,POWER,1,1,3.0,,,,KVA,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,KVA,X,X,,X,,,,POWER,1,1,3.0,,,,KVA,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
000,MVA,X,X,,X,,,,POWER,1,1,6.0,,,,MVA,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
001,MVA,X,X,,X,,,,POWER,1,1,6.0,,,,MVA,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
050,MVA,X,X,,X,,,,POWER,1,1,6.0,,,,MVA,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,MVA,X,X,,X,,,,POWER,1,1,6.0,,,,MVA,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,MVA,X,X,,X,,,,POWER,1,1,6.0,,,,MVA,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,MVA,X,X,,X,,,,POWER,1,1,6.0,,,,MVA,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,MVA,X,X,,X,,,,POWER,1,1,6.0,,,,MVA,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,MVA,X,X,,X,,,,POWER,1,1,6.0,,,,MVA,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,MVA,X,X,,X,,,,POWER,1,1,6.0,,,,MVA,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
000,BAR,X,X,,,,,,PRESS,100000,1,,,,,BAR,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
001,BAR,X,X,,,,,,PRESS,100000,1,,,,,BAR,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
050,BAR,X,X,,,,,,PRESS,100000,1,,,,,BAR,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,BAR,X,X,,,,,,PRESS,100000,1,,,,,BAR,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,BAR,X,X,,,,,,PRESS,100000,1,,,,,BAR,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,BAR,X,X,,,,,,PRESS,100000,1,,,,,BAR,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,BAR,X,X,,,,,,PRESS,100000,1,,,,,BAR,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,BAR,X,X,,,,,,PRESS,100000,1,,,,,BAR,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,BAR,X,X,,,,,,PRESS,100000,1,,,,,BAR,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
000,C56,X,X,,X,,,,PRESS,1,1,6.0,,,,C56,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
001,C56,X,X,,X,,,,PRESS,1,1,6.0,,,,C56,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
050,C56,X,X,,X,,,,PRESS,1,1,6.0,,,,C56,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,C56,X,X,,X,,,,PRESS,1,1,6.0,,,,C56,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,C56,X,X,,X,,,,PRESS,1,1,6.0,,,,C56,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,C56,X,X,,X,,,,PRESS,1,1,6.0,,,,C56,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,C56,X,X,,X,,,,PRESS,1,1,6.0,,,,C56,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,C56,X,X,,X,,,,PRESS,1,1,6.0,,,,C56,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,C56,X,X,,X,,,,PRESS,1,1,6.0,,,,C56,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
000,HPA,X,X,,,,,,PRESS,100,1,,,,,A97,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
001,HPA,X,X,,,,,,PRESS,100,1,,,,,A97,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
050,HPA,X,X,,,,,,PRESS,100,1,,,,,A97,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,HPA,X,X,,,,,,PRESS,100,1,,,,,A97,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,HPA,X,X,,,,,,PRESS,100,1,,,,,A97,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,HPA,X,X,,,,,,PRESS,100,1,,,,,A97,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,HPA,X,X,,,,,,PRESS,100,1,,,,,A97,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,HPA,X,X,,,,,,PRESS,100,1,,,,,A97,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,HPA,X,X,,,,,,PRESS,100,1,,,,,A97,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
000,KPA,X,X,,X,,,,PRESS,1,1,3.0,,,,KPA,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
001,KPA,X,X,,X,,,,PRESS,1,1,3.0,,,,KPA,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
050,KPA,X,X,,X,,,,PRESS,1,1,3.0,,,,KPA,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,KPA,X,X,,X,,,,PRESS,1,1,3.0,,,,KPA,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,KPA,X,X,,X,,,,PRESS,1,1,3.0,,,,KPA,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,KPA,X,X,,X,,,,PRESS,1,1,3.0,,,,KPA,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,KPA,X,X,,X,,,,PRESS,1,1,3.0,,,,KPA,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,KPA,X,X,,X,,,,PRESS,1,1,3.0,,,,KPA,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,KPA,X,X,,X,,,,PRESS,1,1,3.0,,,,KPA,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
000,MBA,X,X,,,,,,PRESS,100,1,,,,,MBR,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
001,MBA,X,X,,,,,,PRESS,100,1,,,,,MBR,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
050,MBA,X,X,,,,,,PRESS,100,1,,,,,MBR,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,MBA,X,X,,,,,,PRESS,100,1,,,,,MBR,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,MBA,X,X,,,,,,PRESS,100,1,,,,,MBR,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,MBA,X,X,,,,,,PRESS,100,1,,,,,MBR,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,MBA,X,X,,,,,,PRESS,100,1,,,,,MBR,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,MBA,X,X,,,,,,PRESS,100,1,,,,,MBR,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,MBA,X,X,,,,,,PRESS,100,1,,,,,MBR,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
000,MPA,X,X,,,,,,PRESS,1000000,1,,,,,MPA,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
001,MPA,X,X,,,,,,PRESS,1000000,1,,,,,MPA,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
050,MPA,X,X,,,,,,PRESS,1000000,1,,,,,MPA,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,MPA,X,X,,,,,,PRESS,1000000,1,,,,,MPA,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,MPA,X,X,,,,,,PRESS,1000000,1,,,,,MPA,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,MPA,X,X,,,,,,PRESS,1000000,1,,,,,MPA,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,MPA,X,X,,,,,,PRESS,1000000,1,,,,,MPA,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,MPA,X,X,,,,,,PRESS,1000000,1,,,,,MPA,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,MPA,X,X,,,,,,PRESS,1000000,1,,,,,MPA,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
000,bbl,X,X,,,,,,PRESS,884813557,1,-5.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
001,bbl,X,X,,,,,,PRESS,884813557,1,-5.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
050,bbl,X,X,,,,,,PRESS,884813557,1,-5.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,bbl,X,X,,,,,,PRESS,884813557,1,-5.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,bbl,X,X,,,,,,PRESS,884813557,1,-5.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,bbl,X,X,,,,,,PRESS,884813557,1,-5.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,bbl,X,X,,,,,,PRESS,884813557,1,-5.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,bbl,X,X,,,,,,PRESS,884813557,1,-5.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,bbl,X,X,,,,,,PRESS,884813557,1,-5.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
000,bft,X,X,,,,,,PRESS,372589453,1,-4.0,,,,B0,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
001,bft,X,X,,,,,,PRESS,372589453,1,-4.0,,,,B0,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
050,bft,X,X,,,,,,PRESS,372589453,1,-4.0,,,,B0,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,bft,X,X,,,,,,PRESS,372589453,1,-4.0,,,,B0,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,bft,X,X,,,,,,PRESS,372589453,1,-4.0,,,,B0,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,bft,X,X,,,,,,PRESS,372589453,1,-4.0,,,,B0,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,bft,X,X,,,,,,PRESS,372589453,1,-4.0,,,,B0,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,bft,X,X,,,,,,PRESS,372589453,1,-4.0,,,,B0,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,bft,X,X,,,,,,PRESS,372589453,1,-4.0,,,,B0,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
000,bgl,X,X,,,,,,PRESS,278716254,1,-3.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
001,bgl,X,X,,,,,,PRESS,278716254,1,-3.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
050,bgl,X,X,,,,,,PRESS,278716254,1,-3.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,bgl,X,X,,,,,,PRESS,278716254,1,-3.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,bgl,X,X,,,,,,PRESS,278716254,1,-3.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,bgl,X,X,,,,,,PRESS,278716254,1,-3.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,bgl,X,X,,,,,,PRESS,278716254,1,-3.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,bgl,X,X,,,,,,PRESS,278716254,1,-3.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,bgl,X,X,,,,,,PRESS,278716254,1,-3.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
000,gj3,X,X,,,,,,PRESS,1,1,6.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
001,gj3,X,X,,,,,,PRESS,1,1,6.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
050,gj3,X,X,,,,,,PRESS,1,1,6.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,gj3,X,X,,,,,,PRESS,1,1,6.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,gj3,X,X,,,,,,PRESS,1,1,6.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,gj3,X,X,,,,,,PRESS,1,1,6.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,gj3,X,X,,,,,,PRESS,1,1,6.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,gj3,X,X,,,,,,PRESS,1,1,6.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,gj3,X,X,,,,,,PRESS,1,1,6.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
000,gjm,X,X,,,,,,PRESS,1,1,9.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
001,gjm,X,X,,,,,,PRESS,1,1,9.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
050,gjm,X,X,,,,,,PRESS,1,1,9.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,gjm,X,X,,,,,,PRESS,1,1,9.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,gjm,X,X,,,,,,PRESS,1,1,9.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,gjm,X,X,,,,,,PRESS,1,1,9.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,gjm,X,X,,,,,,PRESS,1,1,9.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,gjm,X,X,,,,,,PRESS,1,1,9.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,gjm,X,X,,,,,,PRESS,1,1,9.0,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
000,jm3,X,X,,,,,,PRESS,1,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
001,jm3,X,X,,,,,,PRESS,1,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
050,jm3,X,X,,,,,,PRESS,1,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,jm3,X,X,,,,,,PRESS,1,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,jm3,X,X,,,,,,PRESS,1,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,jm3,X,X,,,,,,PRESS,1,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,jm3,X,X,,,,,,PRESS,1,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,jm3,X,X,,,,,,PRESS,1,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,jm3,X,X,,,,,,PRESS,1,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
000,mbb,X,X,,,,,,PRESS,884813557,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
001,mbb,X,X,,,,,,PRESS,884813557,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
050,mbb,X,X,,,,,,PRESS,884813557,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
100,mbb,X,X,,,,,,PRESS,884813557,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,mbb,X,X,,,,,,PRESS,884813557,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
250,mbb,X,X,,,,,,PRESS,884813557,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
800,mbb,X,X,,,,,,PRESS,884813557,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,mbb,X,X,,,,,,PRESS,884813557,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
200,mbb,X,X,,,,,,PRESS,884813557,1,,,,,,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
000,2M,X,X,,X,,,,SPEED,1,1,-2.0,,,,2M,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
001,2M,X,X,,X,,,,SPEED,1,1,-2.0,,,,2M,,,,,,,L,False,2022-01-31 20:43:43.887815+00:00
